timestamp,simple-path,time
2021-12-07 12:43:40.976,/master/welcome,277
2021-12-07 12:43:41.191,/master/welcome,187
2021-12-07 12:43:42.327,/master/welcome,595
2021-12-07 12:43:44.118,/master/welcome,203
2021-12-07 12:43:44.512,/master/welcome,223
2021-12-07 12:43:44.768,/master/welcome,207
2021-12-07 12:43:45.865,/master/welcome,598
2021-12-07 12:43:47.281,/officer/duty/create,583
2021-12-07 12:43:48.102,/officer/duty/list,619
2021-12-07 12:43:48.353,/master/welcome,192
2021-12-07 12:43:48.599,/master/welcome,206
2021-12-07 12:43:49.705,/master/welcome,589
2021-12-07 12:43:51.052,/officer/duty/create,591
2021-12-07 12:43:51.846,/officer/duty/list,593
2021-12-07 12:43:52.065,/master/welcome,173
2021-12-07 12:43:52.315,/master/welcome,213
2021-12-07 12:43:53.423,/master/welcome,592
2021-12-07 12:43:54.752,/officer/duty/create,593
2021-12-07 12:43:55.544,/officer/duty/list,593
2021-12-07 12:43:55.768,/master/welcome,174
2021-12-07 12:43:55.969,/master/welcome,177
2021-12-07 12:43:57.019,/master/welcome,581
2021-12-07 12:43:58.352,/officer/duty/create,596
2021-12-07 12:43:59.144,/officer/duty/list,590
2021-12-07 12:43:59.365,/master/welcome,174
2021-12-07 12:43:59.585,/master/welcome,187
2021-12-07 12:44:00.664,/master/welcome,595
2021-12-07 12:44:02.044,/officer/duty/create,593
2021-12-07 12:44:02.841,/officer/duty/list,598
2021-12-07 12:44:03.078,/master/welcome,192
2021-12-07 12:44:03.28,/master/welcome,170
2021-12-07 12:44:04.359,/master/welcome,597
2021-12-07 12:44:05.69,/officer/duty/create,596
2021-12-07 12:44:06.489,/officer/duty/list,581
2021-12-07 12:44:06.709,/master/welcome,174
2021-12-07 12:44:06.934,/master/welcome,194
2021-12-07 12:44:07.982,/master/welcome,591
2021-12-07 12:44:09.346,/master/welcome,597
2021-12-07 12:44:12.62,/master/welcome,321
2021-12-07 12:44:12.836,/master/welcome,186
2021-12-07 12:44:13.938,/master/welcome,593
2021-12-07 12:44:15.709,/master/welcome,190
2021-12-07 12:44:16.01,/master/welcome,193
2021-12-07 12:44:16.246,/master/welcome,205
2021-12-07 12:44:17.324,/master/welcome,592
2021-12-07 12:44:18.513,/officer/duty/show,595
2021-12-07 12:44:19.032,/master/welcome,175
2021-12-07 12:44:19.247,/master/welcome,184
2021-12-07 12:44:20.426,/master/welcome,593
2021-12-07 12:44:21.621,/officer/duty/show,592
2021-12-07 12:44:22.152,/master/welcome,189
2021-12-07 12:44:22.358,/master/welcome,175
2021-12-07 12:44:23.418,/master/welcome,590
2021-12-07 12:44:24.652,/officer/duty/show,590
2021-12-07 12:44:25.178,/master/welcome,189
2021-12-07 12:44:25.369,/master/welcome,160
2021-12-07 12:44:26.45,/master/welcome,595
2021-12-07 12:44:27.656,/officer/duty/show,597
2021-12-07 12:44:31.176,/master/welcome,262
2021-12-07 12:44:31.412,/master/welcome,205
2021-12-07 12:44:32.517,/master/welcome,590
2021-12-07 12:44:34.274,/master/welcome,190
2021-12-07 12:44:34.978,/master/welcome,593
2021-12-07 12:44:35.224,/master/welcome,172
2021-12-07 12:44:35.43,/master/welcome,174
2021-12-07 12:44:35.649,/Acme-Planner/officer/duty/list,196
2021-12-07 12:44:35.885,/master/welcome,172
2021-12-07 12:44:36.1,/master/welcome,186
2021-12-07 12:44:37.184,/master/welcome,596
2021-12-07 12:44:37.375,/master/welcome,168
2021-12-07 12:44:38.174,/officer/duty/list,630
2021-12-07 12:44:38.999,/officer/duty/show,580
2021-12-07 12:44:39.658,/officer/duty/list,597
2021-12-07 12:44:42.891,/master/welcome,262
2021-12-07 12:44:43.118,/master/welcome,205
2021-12-07 12:44:44.255,/master/welcome,591
2021-12-07 12:44:46.024,/master/welcome,207
2021-12-07 12:44:46.32,/master/welcome,187
2021-12-07 12:44:46.524,/master/welcome,174
2021-12-07 12:44:47.604,/master/welcome,595
2021-12-07 12:44:49.089,/master/welcome,190
2021-12-07 12:44:49.309,/master/welcome,191
2021-12-07 12:44:50.397,/master/welcome,581
2021-12-07 12:44:51.916,/master/welcome,189
2021-12-07 12:44:52.121,/master/welcome,175
